,Content ID,Reaction Type,Datetime,content Type,Category,Sentiment,Score
22999,,peeking,14-08-2020 09:17,#N/A,#N/A,neutral,35
23000,,want,25-03-2021 23:35,#N/A,#N/A,positive,70
23001,,adore,08-06-2021 14:14,#N/A,#N/A,positive,72
23002,,cherish,01-04-2021 04:36,#N/A,#N/A,positive,70
23003,,scared,19-07-2020 01:02,#N/A,#N/A,negative,15
23004,,cherish,06-01-2021 09:29,#N/A,#N/A,positive,70
23005,,hate,21-08-2020 20:34,#N/A,#N/A,negative,5
23006,,peeking,05-02-2021 10:09,#N/A,#N/A,neutral,35
23007,,peeking,14-01-2021 07:48,#N/A,#N/A,neutral,35
23008,,indifferent,08-03-2021 09:32,#N/A,#N/A,neutral,20
23009,,want,02-07-2020 23:37,#N/A,#N/A,positive,70
23010,,dislike,10-07-2020 18:48,#N/A,#N/A,negative,10
23011,,scared,24-05-2021 09:55,#N/A,#N/A,negative,15
23012,,want,01-12-2020 20:01,#N/A,#N/A,positive,70
23013,,heart,23-08-2020 02:21,#N/A,#N/A,positive,60
23014,,worried,25-12-2020 23:57,#N/A,#N/A,negative,12
23015,,want,07-12-2020 16:50,#N/A,#N/A,positive,70
23016,,indifferent,06-03-2021 11:20,#N/A,#N/A,neutral,20
23017,,worried,14-11-2020 03:54,#N/A,#N/A,negative,12
23018,,intrigued,05-05-2021 14:32,#N/A,#N/A,positive,45
23020,,adore,18-05-2021 06:06,#N/A,#N/A,positive,72
23021,,love,18-03-2021 23:39,#N/A,#N/A,positive,65
23022,,dislike,07-08-2020 11:24,#N/A,#N/A,negative,10
23023,,worried,20-04-2021 23:54,#N/A,#N/A,negative,12
23024,,peeking,18-04-2021 15:16,#N/A,#N/A,neutral,35
23025,,super love,30-07-2020 23:20,#N/A,#N/A,positive,75
23026,,love,31-07-2020 19:32,#N/A,#N/A,positive,65
23027,,peeking,25-12-2020 23:04,#N/A,#N/A,neutral,35
23028,,interested,13-08-2020 13:50,#N/A,#N/A,positive,30
23029,,hate,05-05-2021 16:48,#N/A,#N/A,negative,5
23030,,adore,11-08-2020 21:48,#N/A,#N/A,positive,72
23031,,intrigued,07-07-2020 09:55,#N/A,#N/A,positive,45
23032,,want,27-02-2021 17:53,#N/A,#N/A,positive,70
23033,,peeking,24-12-2020 14:39,#N/A,#N/A,neutral,35
23035,,cherish,10-12-2020 21:16,#N/A,#N/A,positive,70
23036,,disgust,01-02-2021 09:42,#N/A,#N/A,negative,0
23037,,worried,06-12-2020 09:53,#N/A,#N/A,negative,12
23038,,scared,03-08-2020 02:10,#N/A,#N/A,negative,15
23039,,scared,04-01-2021 17:37,#N/A,#N/A,negative,15
23040,,interested,04-01-2021 03:01,#N/A,#N/A,positive,30
23041,,interested,08-06-2021 03:31,#N/A,#N/A,positive,30
23042,,disgust,05-10-2020 23:17,#N/A,#N/A,negative,0
23043,,adore,20-06-2020 06:31,#N/A,#N/A,positive,72
23044,,love,24-11-2020 20:01,#N/A,#N/A,positive,65
23045,,scared,13-02-2021 05:28,#N/A,#N/A,negative,15
23046,,dislike,30-11-2020 15:43,#N/A,#N/A,negative,10
23047,,disgust,19-05-2021 05:40,#N/A,#N/A,negative,0
23048,,disgust,25-10-2020 03:53,#N/A,#N/A,negative,0
23049,,cherish,15-04-2021 13:51,#N/A,#N/A,positive,70
23050,,hate,11-10-2020 06:06,#N/A,#N/A,negative,5
23051,,intrigued,17-11-2020 03:36,#N/A,#N/A,positive,45
23052,,peeking,10-04-2021 01:34,#N/A,#N/A,neutral,35
23053,,cherish,21-05-2021 22:42,#N/A,#N/A,positive,70
23054,,worried,05-06-2021 09:50,#N/A,#N/A,negative,12
23055,,intrigued,01-08-2020 20:30,#N/A,#N/A,positive,45
23056,,peeking,21-09-2020 09:41,#N/A,#N/A,neutral,35
23057,,worried,03-12-2020 14:37,#N/A,#N/A,negative,12
23058,,hate,12-02-2021 15:46,#N/A,#N/A,negative,5
23059,,cherish,13-09-2020 20:32,#N/A,#N/A,positive,70
23060,,indifferent,28-12-2020 17:49,#N/A,#N/A,neutral,20
23061,,cherish,12-05-2021 11:44,#N/A,#N/A,positive,70
23062,,cherish,30-01-2021 21:44,#N/A,#N/A,positive,70
23063,,worried,17-12-2020 17:19,#N/A,#N/A,negative,12
23064,,worried,10-04-2021 22:48,#N/A,#N/A,negative,12
23065,,super love,19-01-2021 19:26,#N/A,#N/A,positive,75
23066,,scared,22-10-2020 00:01,#N/A,#N/A,negative,15
23067,,peeking,01-07-2020 04:44,#N/A,#N/A,neutral,35
23068,,peeking,03-05-2021 08:23,#N/A,#N/A,neutral,35
23069,,hate,29-06-2020 00:42,#N/A,#N/A,negative,5
23070,,worried,17-12-2020 12:18,#N/A,#N/A,negative,12
23071,,interested,15-09-2020 07:43,#N/A,#N/A,positive,30
23073,,want,16-03-2021 15:07,#N/A,#N/A,positive,70
23074,,adore,01-04-2021 15:03,#N/A,#N/A,positive,72
23075,,love,24-08-2020 11:13,#N/A,#N/A,positive,65
23076,,dislike,02-11-2020 14:39,#N/A,#N/A,negative,10
23077,,want,25-09-2020 00:33,#N/A,#N/A,positive,70
23078,,like,14-04-2021 19:54,#N/A,#N/A,positive,50
23079,,super love,25-02-2021 21:50,#N/A,#N/A,positive,75
23080,,want,29-04-2021 20:17,#N/A,#N/A,positive,70
23081,,hate,27-02-2021 02:35,#N/A,#N/A,negative,5
23082,,hate,18-02-2021 13:39,#N/A,#N/A,negative,5
23083,,interested,07-05-2021 20:34,#N/A,#N/A,positive,30
23085,,peeking,12-08-2020 00:44,#N/A,#N/A,neutral,35
23086,,like,22-04-2021 06:38,#N/A,#N/A,positive,50
23087,,hate,05-03-2021 08:03,#N/A,#N/A,negative,5
23088,,want,07-08-2020 07:54,#N/A,#N/A,positive,70
23089,,love,12-12-2020 19:16,#N/A,#N/A,positive,65
23090,,scared,07-08-2020 01:58,#N/A,#N/A,negative,15
23091,,interested,30-04-2021 15:43,#N/A,#N/A,positive,30
23093,,adore,01-10-2020 19:54,#N/A,#N/A,positive,72
23094,,super love,27-01-2021 16:43,#N/A,#N/A,positive,75
23095,,want,30-07-2020 06:28,#N/A,#N/A,positive,70
23096,,indifferent,02-11-2020 12:42,#N/A,#N/A,neutral,20
23097,,peeking,17-03-2021 22:26,#N/A,#N/A,neutral,35
23098,,cherish,01-08-2020 23:53,#N/A,#N/A,positive,70
23099,,worried,29-12-2020 13:13,#N/A,#N/A,negative,12
23100,,dislike,22-04-2021 01:00,#N/A,#N/A,negative,10
23101,,worried,24-10-2020 05:06,#N/A,#N/A,negative,12
23102,,intrigued,29-09-2020 04:21,#N/A,#N/A,positive,45
23103,,cherish,05-01-2021 08:27,#N/A,#N/A,positive,70
23104,,want,05-09-2020 10:12,#N/A,#N/A,positive,70
23105,,love,09-03-2021 00:17,#N/A,#N/A,positive,65
23106,,heart,14-02-2021 01:04,#N/A,#N/A,positive,60
23107,,interested,19-05-2021 03:40,#N/A,#N/A,positive,30
23108,,worried,19-01-2021 15:54,#N/A,#N/A,negative,12
23109,,intrigued,12-11-2020 05:06,#N/A,#N/A,positive,45
23110,,love,23-05-2021 02:09,#N/A,#N/A,positive,65
23112,,super love,30-03-2021 19:16,#N/A,#N/A,positive,75
23113,,scared,26-10-2020 18:37,#N/A,#N/A,negative,15
23114,,cherish,12-04-2021 06:10,#N/A,#N/A,positive,70
23115,,love,16-03-2021 12:13,#N/A,#N/A,positive,65
23116,,worried,02-09-2020 09:24,#N/A,#N/A,negative,12
23117,,cherish,13-08-2020 02:20,#N/A,#N/A,positive,70
23118,,disgust,13-01-2021 01:37,#N/A,#N/A,negative,0
23119,,heart,11-05-2021 13:10,#N/A,#N/A,positive,60
23120,,love,19-02-2021 18:13,#N/A,#N/A,positive,65
23121,,hate,22-08-2020 12:25,#N/A,#N/A,negative,5
23122,,peeking,23-10-2020 03:15,#N/A,#N/A,neutral,35
23123,,indifferent,04-10-2020 02:15,#N/A,#N/A,neutral,20
23124,,cherish,17-03-2021 08:26,#N/A,#N/A,positive,70
23125,,intrigued,25-12-2020 10:31,#N/A,#N/A,positive,45
23126,,like,29-05-2021 15:55,#N/A,#N/A,positive,50
23127,,cherish,28-03-2021 05:20,#N/A,#N/A,positive,70
23128,,indifferent,22-01-2021 16:21,#N/A,#N/A,neutral,20
23129,,adore,15-03-2021 02:35,#N/A,#N/A,positive,72
23130,,interested,08-02-2021 03:45,#N/A,#N/A,positive,30
23132,,love,17-09-2020 18:45,#N/A,#N/A,positive,65
23133,,worried,18-05-2021 21:45,#N/A,#N/A,negative,12
23134,,like,01-12-2020 06:56,#N/A,#N/A,positive,50
23135,,interested,11-02-2021 07:44,#N/A,#N/A,positive,30
23136,,love,22-07-2020 12:49,#N/A,#N/A,positive,65
23137,,heart,19-05-2021 22:39,#N/A,#N/A,positive,60
23138,,disgust,25-12-2020 02:13,#N/A,#N/A,negative,0
23139,,hate,28-07-2020 00:44,#N/A,#N/A,negative,5
23140,,intrigued,16-10-2020 03:40,#N/A,#N/A,positive,45
23141,,intrigued,09-06-2021 07:17,#N/A,#N/A,positive,45
23142,,love,13-08-2020 01:09,#N/A,#N/A,positive,65
23143,,disgust,13-12-2020 04:44,#N/A,#N/A,negative,0
23144,,super love,18-10-2020 14:41,#N/A,#N/A,positive,75
23145,,disgust,14-05-2021 13:13,#N/A,#N/A,negative,0
23146,,adore,18-10-2020 06:03,#N/A,#N/A,positive,72
23147,,super love,15-09-2020 15:15,#N/A,#N/A,positive,75
23148,,super love,15-10-2020 19:21,#N/A,#N/A,positive,75
23149,,interested,28-06-2020 13:53,#N/A,#N/A,positive,30
23150,,love,02-10-2020 06:32,#N/A,#N/A,positive,65
23151,,indifferent,03-07-2020 16:55,#N/A,#N/A,neutral,20
23152,,heart,18-02-2021 13:44,#N/A,#N/A,positive,60
23154,,scared,24-08-2020 21:16,#N/A,#N/A,negative,15
23155,,cherish,23-07-2020 08:20,#N/A,#N/A,positive,70
23156,,scared,26-08-2020 15:21,#N/A,#N/A,negative,15
23157,,super love,31-01-2021 21:38,#N/A,#N/A,positive,75
23158,,dislike,02-02-2021 06:46,#N/A,#N/A,negative,10
23159,,dislike,22-05-2021 10:31,#N/A,#N/A,negative,10
23160,,heart,19-08-2020 15:06,#N/A,#N/A,positive,60
23161,,worried,29-06-2020 09:35,#N/A,#N/A,negative,12
23162,,intrigued,22-04-2021 17:08,#N/A,#N/A,positive,45
23163,,disgust,03-10-2020 21:34,#N/A,#N/A,negative,0
23164,,super love,24-08-2020 19:59,#N/A,#N/A,positive,75
23165,,super love,29-05-2021 01:29,#N/A,#N/A,positive,75
23166,,adore,12-11-2020 16:52,#N/A,#N/A,positive,72
23167,,scared,16-01-2021 07:08,#N/A,#N/A,negative,15
23168,,heart,24-10-2020 20:38,#N/A,#N/A,positive,60
23169,,hate,02-02-2021 22:25,#N/A,#N/A,negative,5
23170,,disgust,29-01-2021 19:45,#N/A,#N/A,negative,0
23171,,adore,05-11-2020 01:28,#N/A,#N/A,positive,72
23172,,disgust,06-09-2020 23:31,#N/A,#N/A,negative,0
23173,,indifferent,05-06-2021 14:10,#N/A,#N/A,neutral,20
23174,,hate,10-08-2020 12:05,#N/A,#N/A,negative,5
23175,,hate,31-08-2020 08:57,#N/A,#N/A,negative,5
23176,,peeking,03-04-2021 07:30,#N/A,#N/A,neutral,35
23177,,hate,27-09-2020 10:11,#N/A,#N/A,negative,5
23178,,like,14-08-2020 02:58,#N/A,#N/A,positive,50
23179,,adore,07-02-2021 00:10,#N/A,#N/A,positive,72
23180,,indifferent,10-09-2020 03:16,#N/A,#N/A,neutral,20
23181,,like,31-10-2020 21:52,#N/A,#N/A,positive,50
23182,,disgust,19-07-2020 07:52,#N/A,#N/A,negative,0
23183,,hate,15-11-2020 14:42,#N/A,#N/A,negative,5
23184,,dislike,29-09-2020 23:54,#N/A,#N/A,negative,10
23185,,love,29-07-2020 21:56,#N/A,#N/A,positive,65
23186,,peeking,25-07-2020 09:05,#N/A,#N/A,neutral,35
23187,,dislike,06-09-2020 12:24,#N/A,#N/A,negative,10
23188,,heart,19-12-2020 07:44,#N/A,#N/A,positive,60
23189,,peeking,28-11-2020 01:04,#N/A,#N/A,neutral,35
23190,,adore,07-05-2021 07:19,#N/A,#N/A,positive,72
23192,,heart,08-10-2020 00:42,#N/A,#N/A,positive,60
23193,,cherish,23-01-2021 04:57,#N/A,#N/A,positive,70
23194,,dislike,07-04-2021 02:55,#N/A,#N/A,negative,10
23195,,like,13-12-2020 14:38,#N/A,#N/A,positive,50
23196,,scared,08-11-2020 13:01,#N/A,#N/A,negative,15
23197,,heart,22-10-2020 20:16,#N/A,#N/A,positive,60
23198,,love,24-05-2021 05:20,#N/A,#N/A,positive,65
23199,,interested,18-05-2021 18:30,#N/A,#N/A,positive,30
23200,,super love,21-01-2021 01:11,#N/A,#N/A,positive,75
23201,,hate,18-05-2021 05:30,#N/A,#N/A,negative,5
23202,,want,16-03-2021 02:51,#N/A,#N/A,positive,70
23203,,peeking,06-12-2020 03:59,#N/A,#N/A,neutral,35
23204,,worried,10-06-2021 11:04,#N/A,#N/A,negative,12
23205,,like,21-08-2020 11:53,#N/A,#N/A,positive,50
23206,,cherish,28-08-2020 01:06,#N/A,#N/A,positive,70
23207,,love,13-10-2020 11:16,#N/A,#N/A,positive,65
23208,,hate,12-11-2020 22:44,#N/A,#N/A,negative,5
23209,,love,20-11-2020 21:41,#N/A,#N/A,positive,65
23210,,dislike,31-10-2020 00:03,#N/A,#N/A,negative,10
23211,,peeking,07-08-2020 03:26,#N/A,#N/A,neutral,35
23212,,scared,31-12-2020 10:25,#N/A,#N/A,negative,15
23213,,scared,26-05-2021 13:12,#N/A,#N/A,negative,15
23214,,dislike,15-03-2021 07:28,#N/A,#N/A,negative,10
23215,,intrigued,14-05-2021 06:05,#N/A,#N/A,positive,45
23217,,adore,12-12-2020 12:45,#N/A,#N/A,positive,72
23218,,want,18-07-2020 13:54,#N/A,#N/A,positive,70
23219,,hate,30-11-2020 23:05,#N/A,#N/A,negative,5
23220,,interested,19-08-2020 06:43,#N/A,#N/A,positive,30
23221,,indifferent,05-12-2020 22:45,#N/A,#N/A,neutral,20
23222,,intrigued,14-06-2021 20:56,#N/A,#N/A,positive,45
23223,,cherish,27-05-2021 15:18,#N/A,#N/A,positive,70
23224,,cherish,12-03-2021 15:43,#N/A,#N/A,positive,70
23225,,peeking,20-12-2020 02:52,#N/A,#N/A,neutral,35
23226,,heart,16-08-2020 09:45,#N/A,#N/A,positive,60
23227,,indifferent,06-08-2020 01:51,#N/A,#N/A,neutral,20
23228,,intrigued,13-08-2020 09:12,#N/A,#N/A,positive,45
23229,,like,01-07-2020 19:27,#N/A,#N/A,positive,50
23230,,like,01-09-2020 17:51,#N/A,#N/A,positive,50
23231,,super love,27-03-2021 23:56,#N/A,#N/A,positive,75
23232,,hate,20-06-2020 15:44,#N/A,#N/A,negative,5
23233,,worried,07-04-2021 13:09,#N/A,#N/A,negative,12
23234,,heart,12-07-2020 09:06,#N/A,#N/A,positive,60
23235,,want,22-04-2021 02:50,#N/A,#N/A,positive,70
23236,,disgust,20-02-2021 18:26,#N/A,#N/A,negative,0
23237,,scared,12-07-2020 07:23,#N/A,#N/A,negative,15
23238,,want,06-09-2020 11:31,#N/A,#N/A,positive,70
23239,,heart,17-08-2020 11:40,#N/A,#N/A,positive,60
23240,,worried,11-08-2020 00:28,#N/A,#N/A,negative,12
23241,,adore,18-05-2021 10:36,#N/A,#N/A,positive,72
23242,,disgust,13-04-2021 18:14,#N/A,#N/A,negative,0
23243,,super love,21-07-2020 07:05,#N/A,#N/A,positive,75
23244,,love,21-10-2020 10:35,#N/A,#N/A,positive,65
23245,,love,22-12-2020 08:42,#N/A,#N/A,positive,65
23246,,worried,24-10-2020 08:03,#N/A,#N/A,negative,12
23247,,interested,16-05-2021 19:25,#N/A,#N/A,positive,30
23248,,worried,01-10-2020 20:33,#N/A,#N/A,negative,12
23249,,super love,06-03-2021 13:47,#N/A,#N/A,positive,75
23250,,disgust,23-02-2021 13:32,#N/A,#N/A,negative,0
23251,,intrigued,13-05-2021 13:40,#N/A,#N/A,positive,45
23252,,worried,02-11-2020 09:02,#N/A,#N/A,negative,12
23253,,adore,13-12-2020 20:22,#N/A,#N/A,positive,72
23254,,hate,16-11-2020 10:31,#N/A,#N/A,negative,5
23255,,adore,26-06-2020 16:06,#N/A,#N/A,positive,72
23257,,love,27-03-2021 08:06,#N/A,#N/A,positive,65
23258,,heart,20-12-2020 00:54,#N/A,#N/A,positive,60
23259,,worried,05-06-2021 03:22,#N/A,#N/A,negative,12
23260,,cherish,30-01-2021 01:40,#N/A,#N/A,positive,70
23261,,like,13-02-2021 14:50,#N/A,#N/A,positive,50
23262,,adore,11-01-2021 21:52,#N/A,#N/A,positive,72
23263,,want,09-10-2020 13:15,#N/A,#N/A,positive,70
23264,,hate,04-12-2020 09:33,#N/A,#N/A,negative,5
23265,,cherish,30-11-2020 15:18,#N/A,#N/A,positive,70
23266,,peeking,12-09-2020 04:32,#N/A,#N/A,neutral,35
23267,,peeking,03-08-2020 17:54,#N/A,#N/A,neutral,35
23268,,like,27-01-2021 19:55,#N/A,#N/A,positive,50
23269,,hate,26-09-2020 09:33,#N/A,#N/A,negative,5
23270,,disgust,24-05-2021 08:36,#N/A,#N/A,negative,0
23271,,want,20-06-2020 03:41,#N/A,#N/A,positive,70
23272,,intrigued,13-09-2020 15:14,#N/A,#N/A,positive,45
23273,,intrigued,25-05-2021 13:08,#N/A,#N/A,positive,45
23274,,love,21-09-2020 23:59,#N/A,#N/A,positive,65
23275,,like,21-02-2021 07:13,#N/A,#N/A,positive,50
23276,,adore,22-01-2021 16:57,#N/A,#N/A,positive,72
23277,,scared,29-12-2020 05:01,#N/A,#N/A,negative,15
23278,,intrigued,15-11-2020 00:19,#N/A,#N/A,positive,45
23279,,hate,01-11-2020 12:59,#N/A,#N/A,negative,5
23280,,like,10-04-2021 18:37,#N/A,#N/A,positive,50
23281,,super love,29-04-2021 10:39,#N/A,#N/A,positive,75
23282,,interested,18-06-2020 22:52,#N/A,#N/A,positive,30
23284,,heart,14-02-2021 14:28,#N/A,#N/A,positive,60
23285,,adore,12-05-2021 20:38,#N/A,#N/A,positive,72
23286,,dislike,05-10-2020 05:07,#N/A,#N/A,negative,10
23287,,adore,20-10-2020 04:54,#N/A,#N/A,positive,72
23288,,peeking,22-07-2020 15:28,#N/A,#N/A,neutral,35
23289,,hate,05-05-2021 13:20,#N/A,#N/A,negative,5
23290,,want,22-10-2020 13:51,#N/A,#N/A,positive,70
23291,,cherish,04-12-2020 17:20,#N/A,#N/A,positive,70
23292,,want,30-12-2020 00:06,#N/A,#N/A,positive,70
23293,,like,19-02-2021 13:27,#N/A,#N/A,positive,50
23294,,want,23-10-2020 12:41,#N/A,#N/A,positive,70
23295,,heart,10-06-2021 05:34,#N/A,#N/A,positive,60
23296,,love,26-05-2021 22:41,#N/A,#N/A,positive,65
23297,,want,10-07-2020 13:54,#N/A,#N/A,positive,70
23298,,super love,14-05-2021 03:57,#N/A,#N/A,positive,75
23299,,interested,08-08-2020 21:36,#N/A,#N/A,positive,30
23300,,love,29-10-2020 13:47,#N/A,#N/A,positive,65
23301,,worried,10-08-2020 19:34,#N/A,#N/A,negative,12
23302,,disgust,08-12-2020 11:35,#N/A,#N/A,negative,0
23303,,dislike,04-03-2021 14:31,#N/A,#N/A,negative,10
23304,,worried,28-10-2020 01:31,#N/A,#N/A,negative,12
23305,,adore,06-12-2020 05:27,#N/A,#N/A,positive,72
23306,,interested,19-01-2021 09:30,#N/A,#N/A,positive,30
23307,,love,11-03-2021 09:51,#N/A,#N/A,positive,65
23308,,intrigued,07-09-2020 18:40,#N/A,#N/A,positive,45
23309,,hate,23-02-2021 03:55,#N/A,#N/A,negative,5
23310,,worried,27-06-2020 15:05,#N/A,#N/A,negative,12
23311,,scared,22-02-2021 03:53,#N/A,#N/A,negative,15
23312,,adore,12-10-2020 22:42,#N/A,#N/A,positive,72
23313,,super love,06-08-2020 07:34,#N/A,#N/A,positive,75
23314,,scared,20-03-2021 04:02,#N/A,#N/A,negative,15
23315,,interested,01-11-2020 16:23,#N/A,#N/A,positive,30
23316,,intrigued,06-08-2020 17:17,#N/A,#N/A,positive,45
23317,,dislike,28-12-2020 11:01,#N/A,#N/A,negative,10
23318,,worried,15-05-2021 08:20,#N/A,#N/A,negative,12
23319,,cherish,24-06-2020 09:56,#N/A,#N/A,positive,70
23320,,interested,01-04-2021 11:44,#N/A,#N/A,positive,30
23321,,want,27-08-2020 08:38,#N/A,#N/A,positive,70
23322,,disgust,31-03-2021 19:22,#N/A,#N/A,negative,0
23323,,adore,11-02-2021 14:17,#N/A,#N/A,positive,72
23324,,dislike,21-09-2020 14:45,#N/A,#N/A,negative,10
23325,,want,12-08-2020 03:33,#N/A,#N/A,positive,70
23326,,indifferent,14-05-2021 22:30,#N/A,#N/A,neutral,20
23327,,cherish,21-10-2020 02:54,#N/A,#N/A,positive,70
23328,,heart,07-01-2021 05:01,#N/A,#N/A,positive,60
23329,,hate,20-02-2021 07:47,#N/A,#N/A,negative,5
23331,,super love,18-04-2021 03:14,#N/A,#N/A,positive,75
23332,,heart,07-08-2020 15:11,#N/A,#N/A,positive,60
23333,,peeking,03-01-2021 02:45,#N/A,#N/A,neutral,35
23334,,intrigued,17-10-2020 06:30,#N/A,#N/A,positive,45
23335,,indifferent,04-06-2021 07:30,#N/A,#N/A,neutral,20
23336,,dislike,16-07-2020 08:12,#N/A,#N/A,negative,10
23337,,like,03-03-2021 06:24,#N/A,#N/A,positive,50
23338,,like,14-01-2021 14:01,#N/A,#N/A,positive,50
23339,,hate,27-09-2020 15:10,#N/A,#N/A,negative,5
23340,,cherish,30-05-2021 23:47,#N/A,#N/A,positive,70
23341,,scared,11-11-2020 00:39,#N/A,#N/A,negative,15
23342,,indifferent,17-12-2020 14:48,#N/A,#N/A,neutral,20
23343,,disgust,25-11-2020 03:55,#N/A,#N/A,negative,0
23344,,like,13-12-2020 09:12,#N/A,#N/A,positive,50
23345,,disgust,27-03-2021 00:17,#N/A,#N/A,negative,0
23346,,dislike,14-11-2020 09:57,#N/A,#N/A,negative,10
23347,,love,02-12-2020 00:28,#N/A,#N/A,positive,65
23348,,disgust,15-12-2020 09:44,#N/A,#N/A,negative,0
23349,,heart,16-04-2021 09:23,#N/A,#N/A,positive,60
23350,,peeking,22-02-2021 22:15,#N/A,#N/A,neutral,35
23351,,dislike,24-12-2020 12:33,#N/A,#N/A,negative,10
23352,,scared,06-08-2020 21:38,#N/A,#N/A,negative,15
23353,,cherish,04-11-2020 03:22,#N/A,#N/A,positive,70
23354,,disgust,08-03-2021 02:47,#N/A,#N/A,negative,0
23355,,indifferent,05-07-2020 16:33,#N/A,#N/A,neutral,20
23356,,want,31-01-2021 01:16,#N/A,#N/A,positive,70
23357,,want,26-05-2021 16:11,#N/A,#N/A,positive,70
23358,,heart,11-09-2020 22:05,#N/A,#N/A,positive,60
23359,,dislike,08-02-2021 15:08,#N/A,#N/A,negative,10
23360,,worried,21-04-2021 06:47,#N/A,#N/A,negative,12
23362,,adore,19-08-2020 12:28,#N/A,#N/A,positive,72
23363,,adore,22-10-2020 02:42,#N/A,#N/A,positive,72
23364,,cherish,17-06-2021 03:09,#N/A,#N/A,positive,70
23365,,indifferent,30-09-2020 15:36,#N/A,#N/A,neutral,20
23366,,adore,11-09-2020 09:55,#N/A,#N/A,positive,72
23367,,disgust,13-02-2021 01:06,#N/A,#N/A,negative,0
23368,,heart,16-01-2021 23:32,#N/A,#N/A,positive,60
23369,,dislike,19-11-2020 16:10,#N/A,#N/A,negative,10
23370,,adore,27-01-2021 22:35,#N/A,#N/A,positive,72
23371,,heart,28-05-2021 15:31,#N/A,#N/A,positive,60
23372,,cherish,24-08-2020 05:00,#N/A,#N/A,positive,70
23373,,disgust,03-12-2020 03:46,#N/A,#N/A,negative,0
23374,,like,20-12-2020 18:32,#N/A,#N/A,positive,50
23375,,hate,05-07-2020 06:42,#N/A,#N/A,negative,5
23376,,adore,19-05-2021 17:10,#N/A,#N/A,positive,72
23377,,disgust,30-07-2020 17:11,#N/A,#N/A,negative,0
23378,,interested,14-06-2021 14:39,#N/A,#N/A,positive,30
23379,,hate,29-07-2020 18:06,#N/A,#N/A,negative,5
23380,,scared,26-02-2021 11:03,#N/A,#N/A,negative,15
23381,,love,20-03-2021 12:53,#N/A,#N/A,positive,65
23382,,intrigued,24-12-2020 02:45,#N/A,#N/A,positive,45
23383,,intrigued,18-03-2021 12:47,#N/A,#N/A,positive,45
23384,,scared,01-04-2021 09:33,#N/A,#N/A,negative,15
23385,,like,12-04-2021 17:35,#N/A,#N/A,positive,50
23386,,love,31-12-2020 17:46,#N/A,#N/A,positive,65
23387,,interested,23-09-2020 01:18,#N/A,#N/A,positive,30
23388,,interested,31-07-2020 14:04,#N/A,#N/A,positive,30
23389,,love,20-10-2020 06:48,#N/A,#N/A,positive,65
23390,,disgust,01-07-2020 20:34,#N/A,#N/A,negative,0
23391,,intrigued,10-11-2020 06:22,#N/A,#N/A,positive,45
23392,,heart,02-04-2021 14:54,#N/A,#N/A,positive,60
23393,,disgust,05-10-2020 03:35,#N/A,#N/A,negative,0
23394,,like,26-01-2021 20:28,#N/A,#N/A,positive,50
23395,,cherish,08-12-2020 05:08,#N/A,#N/A,positive,70
23396,,want,15-11-2020 19:59,#N/A,#N/A,positive,70
23397,,worried,11-10-2020 00:38,#N/A,#N/A,negative,12
23398,,peeking,16-02-2021 02:02,#N/A,#N/A,neutral,35
23399,,scared,28-05-2021 10:39,#N/A,#N/A,negative,15
23400,,indifferent,19-02-2021 08:16,#N/A,#N/A,neutral,20
23402,,peeking,10-06-2021 14:04,#N/A,#N/A,neutral,35
23403,,worried,04-04-2021 21:23,#N/A,#N/A,negative,12
23404,,heart,22-11-2020 02:54,#N/A,#N/A,positive,60
23405,,hate,25-03-2021 09:32,#N/A,#N/A,negative,5
23406,,worried,16-04-2021 01:28,#N/A,#N/A,negative,12
23407,,cherish,22-10-2020 06:11,#N/A,#N/A,positive,70
23408,,hate,14-07-2020 13:24,#N/A,#N/A,negative,5
23409,,like,18-11-2020 16:01,#N/A,#N/A,positive,50
23410,,peeking,10-12-2020 06:33,#N/A,#N/A,neutral,35
23411,,peeking,06-02-2021 15:17,#N/A,#N/A,neutral,35
23412,,want,20-12-2020 15:00,#N/A,#N/A,positive,70
23413,,peeking,01-08-2020 10:37,#N/A,#N/A,neutral,35
23414,,want,18-01-2021 18:46,#N/A,#N/A,positive,70
23415,,want,06-06-2021 17:12,#N/A,#N/A,positive,70
23416,,scared,09-10-2020 14:08,#N/A,#N/A,negative,15
23417,,indifferent,27-10-2020 20:27,#N/A,#N/A,neutral,20
23418,,cherish,07-05-2021 13:10,#N/A,#N/A,positive,70
23419,,intrigued,04-02-2021 12:43,#N/A,#N/A,positive,45
23420,,disgust,24-05-2021 19:00,#N/A,#N/A,negative,0
23421,,adore,09-11-2020 22:04,#N/A,#N/A,positive,72
23422,,cherish,30-04-2021 07:05,#N/A,#N/A,positive,70
23423,,interested,13-02-2021 02:38,#N/A,#N/A,positive,30
23424,,scared,01-11-2020 05:31,#N/A,#N/A,negative,15
23426,,scared,12-01-2021 19:42,#N/A,#N/A,negative,15
23427,,dislike,05-07-2020 08:31,#N/A,#N/A,negative,10
23428,,hate,24-04-2021 03:30,#N/A,#N/A,negative,5
23429,,hate,30-09-2020 21:04,#N/A,#N/A,negative,5
23430,,heart,17-08-2020 18:45,#N/A,#N/A,positive,60
23431,,adore,03-09-2020 22:52,#N/A,#N/A,positive,72
23432,,scared,25-04-2021 05:28,#N/A,#N/A,negative,15
